Vendor,Operator,Latitude,Longitude,State,Fuel_Type
Normandy Beach Substation,Florida Power & Light,25.8724521,-80.122493,FL,electric
Simpson Substation,Florida Power & Light,25.760805,-80.1966846,FL,electric
Sunny Isles Substation,Florida Power & Light,25.9304008,-80.1320749,FL,electric
Virginia Key Substation,Florida Power & Light,25.74799,-80.153495,FL,electric
Bonifay Substation,Florida Power & Light,30.792953,-85.6615776,FL,electric
Caverns Road Substation,Florida Power & Light,30.8125359,-85.1741011,FL,electric
Marianna Substation,Florida Power & Light,30.7832917,-85.2728079,FL,electric
Milligan Substation,Florida Power & Light,30.747319,-86.6433572,FL,electric
Hinsons Crossroads Substation,Florida Power & Light,30.6764291,-85.843164,FL,electric
Wardlow Substation,DTE Energy,42.652198,-83.6177258,MI,electric
Hathaway Substation,Florida Power & Light,30.1604612,-85.7575154,FL,electric
Jones Substation,Clark Public Utilities,45.7329474,-122.6621576,WA,electric
Reynolds Substation,Kentucky Utilities Company,37.9926386,-84.5293161,KY,electric
Eau Gallie Substation,Florida Power & Light,28.1376682,-80.632538,FL,electric
Apollo Substation,Florida Power & Light,28.1144691,-80.6353501,FL,electric
Emerson Substation,Florida Power & Light,27.5328649,-80.4158848,FL,electric
Fort Pierce Substation,Florida Power & Light,27.4469258,-80.3584652,FL,electric
Indrio Substation,Florida Power & Light,27.5204365,-80.4035429,FL,electric
Melbourne Substation,Florida Power & Light,28.0846092,-80.6090625,FL,electric
Patrick Substation,Florida Power & Light,28.2131939,-80.6072732,FL,electric
Babcock Substation,Florida Power & Light,27.9917165,-80.6240705,FL,electric
Bushnell East Substation,Duke Energy,28.671701,-82.0992263,FL,electric
Boca Raton Substation,Florida Power & Light,26.3508397,-80.0921542,FL,electric
Miami Dade County Resource Recovery Facility,Covanta Southeast Florida Renewable,25.8360987,-80.3562754,FL,electric
Pinehurst Substation,Florida Power & Light,26.0950062,-80.1534149,FL,electric
Fountain Substation FPL,Florida Power & Light,26.6150825,-80.1477337,FL,electric
Monet Substation,Florida Power & Light,26.838816,-80.1127893,FL,electric
Savannah Substation,Fort Pierce Utilities,27.4173188,-80.3174054,FL,electric
Hayden Island Substation,Portland General Electric,45.6184071,-122.6994632,WA,electric
Hanson Substation,Florida Power & Light,27.087302,-80.2639745,FL,electric
Recway Substation,Florida Power & Light,26.7719035,-80.1422142,FL,electric
Recway Substation,Florida Power & Light,26.7752231,-80.142621,FL,electric
Carmen Substation FPL,Florida Power & Light,29.1622111,-81.0010764,FL,electric
General Electric Substation,Florida Power & Light,29.1937224,-81.0762408,FL,electric
Port Orange Substation FPL,Florida Power & Light,29.1396627,-80.9972164,FL,electric
Taylor Substation,Florida Power & Light,29.1134534,-80.9926097,FL,electric
Indian Harbour Substation,Florida Power & Light,28.142311,-80.5979937,FL,electric
DPL Ludden Substation,Detroit Public Lighting Authority,42.3578695,-83.0278229,MI,electric
Valencia Substation,Florida Power & Light,26.094374,-80.3210783,FL,electric
Casino Substation,Florida Power & Light,26.2790459,-80.1961028,FL,electric
Sherman Substation,Florida Power & Light,27.2399167,-80.7778608,FL,electric
Dillard Substation,Florida Power & Light,26.1594044,-80.1661569,FL,electric
Orchid Substation,Florida Power & Light,26.1134417,-80.1457845,FL,electric
Verena Substation,Florida Power & Light,26.1446538,-80.1311867,FL,electric
Peace River Substation,Florida Power & Light,27.551566,-82.531041,FL,electric
Rubonia Substation,Florida Power & Light,27.5572198,-82.5519228,FL,electric
Walker Substation,Florida Power & Light,27.4914648,-82.5966418,FL,electric
Cocoplum Substation,Florida Power & Light,27.0478368,-82.2437344,FL,electric
College Substation FPL,Florida Power & Light,28.7575842,-81.3020363,FL,electric
Columbia Substation FPL,Florida Power & Light,30.1980631,-82.6334191,FL,electric
Blountstown Substation,Florida Power & Light,30.4285767,-85.0333923,FL,electric
Altha Substation,Florida Power & Light,30.5149946,-85.1222854,FL,electric
Graceville Substation,PowerSouth Energy Cooperative,30.9633431,-85.5396404,FL,electric
Chipley Substation,Florida Power & Light,30.7863708,-85.5327669,FL,electric
Alford Substation,PowerSouth Energy Cooperative,30.6982172,-85.3439644,FL,electric
Fountain Substation,PowerSouth Energy Cooperative,30.480867,-85.4873921,FL,electric
Southport Substation,PowerSouth Energy Cooperative,30.2829614,-85.6251412,FL,electric
Vernon Substation,Florida Power & Light,30.5744923,-85.7461536,FL,electric
Turner Road Substation,Alabama Power,33.5360529,-86.0400477,AL,electric
Friendship Substation,Alabama Power,33.5860669,-85.7861294,AL,electric
Traer Substation,ITC,42.1661785,-92.5131223,IA,electric
Old Hickory Power Plant,United States Army Corps of Engineers,36.2973174,-86.6556192,TN,electric
Brush Creek Transition Substation,Evergy,39.0384732,-94.537471,MO,electric
Kennedy Power Plant Substation,Jacksonville Electric Authority,30.3645539,-81.6270598,FL,electric
Merrill Substation,Jacksonville Electric Authority,30.3515079,-81.5668217,FL,electric
University Park Substation JEA,Jacksonville Electric Authority,30.366563,-81.6006488,FL,electric
Nassau Substation JEA,Jacksonville Electric Authority,30.5898352,-81.5845845,FL,electric
Arlington Substation,Jacksonville Electric Authority,30.3355547,-81.5950488,FL,electric
Jax Zoo Substation JEA,Jacksonville Electric Authority,30.4080001,-81.6352598,FL,electric
Kennedy Plant Substation,Jacksonville Electric Authority,30.3639974,-81.6272301,FL,electric
Powers Substation JEA,Jacksonville Electric Authority,30.2588157,-81.6196407,FL,electric
Kings Avenue Substation JEA,Jacksonville Electric Authority,30.3105646,-81.6525738,FL,electric
Paxon Substation,Jacksonville Electric Authority,30.3436109,-81.7515327,FL,electric
Grand Park Substation,Jacksonville Electric Authority,30.3558202,-81.7155611,FL,electric
Herlong Substation,Jacksonville Electric Authority,30.2777005,-81.769008,FL,electric
Brooklyn Substation,Jacksonville Electric Authority,30.3364422,-81.6895622,FL,electric
Church Substation,JEA,30.3329997,-81.6692797,FL,electric
Kennedy Plant Substation South,Jacksonville Electric Authority,30.3629665,-81.6262504,FL,electric
Lane Substation JEA,Jacksonville Electric Authority,30.3074309,-81.7525165,FL,electric
Main Substation,Jacksonville Electric Authority,30.3358497,-81.6545603,FL,electric
Oakwood Villa Substation,Jacksonville Electric Authority,30.3233065,-81.5692009,FL,electric
Stepdown Substation,FPUC,30.6308995,-81.4693707,FL,electric
Anheuser-Busch Substation JEA,Jacksonville Electric Authority,30.434374,-81.6444389,FL,electric
Blount Island Substation,Jacksonville Electric Authority,30.4065152,-81.5243766,FL,electric
Cecil Field Substation JEA,Jacksonville Electric Authority,30.2502386,-81.8342548,FL,electric
Durbin Substation FPL,Florida Power & Light,30.0791556,-81.45133,FL,electric
Stagecoach Substation FPL,Florida Power & Light,29.919557,-81.4186524,FL,electric
Sabate Substation FPL,Florida Power & Light,29.9815321,-81.3628819,FL,electric
Mill Creek Substation FPL,Florida Power & Light,29.9849397,-81.529307,FL,electric
Tocoi Substation FPL,Florida Power & Light,29.8697727,-81.5191986,FL,electric
Leesburg North Substation,Duke Energy,28.831549,-81.9127288,FL,electric
Okahumpka Substation,Duke Energy,28.7484336,-81.8757271,FL,electric
Webster Substation SECO,SECO,28.5886044,-82.0633513,FL,electric
Leesburg Central Substation,Duke Energy,28.8149685,-81.8879723,FL,electric
Leesburg Picciola Substation,Duke Energy,28.8393715,-81.892043,FL,electric
Boulevard Substation,Florida Power & Light,25.8793335,-80.1705609,FL,electric
Ralls Substation,Florida Power & Light,27.3830486,-80.3781034,FL,electric
South Beach Substation,City of Vero Beach,27.6101173,-80.3487206,FL,electric
Yorke Substation,Florida Power & Light,28.2701087,-80.6945722,FL,electric
Cocoa Beach Substation,Florida Power & Light,28.3590199,-80.6090469,FL,electric
Merritt Substation,Florida Power & Light,28.3544363,-80.7015846,FL,electric
Minuteman Substation,Florida Power & Light,28.3163546,-80.6108612,FL,electric
Rockledge Substation,Florida Power & Light,28.3210512,-80.7355221,FL,electric
Sykes Creek Substation,Florida Power & Light,28.3591903,-80.6776116,FL,electric
Scottsmoor Substation,Florida Power & Light,28.7953215,-80.8807561,FL,electric
Mims Substation,Florida Power & Light,28.6660596,-80.8533128,FL,electric
Nauvoo (Bogota) Subtation,Forked Deer Electric Cooperative,36.1021809,-89.4249514,TN,electric
Clearlake Substation,Florida Power & Light,28.3598197,-80.7502064,FL,electric
Geneva Substation FPL,Florida Power & Light,28.7583875,-81.1151698,FL,electric
Celery Substation FPL,Florida Power & Light,28.7854115,-81.2189499,FL,electric
Whitfield Substation,Florida Power & Light,27.4186199,-82.5408546,FL,electric
Englewood Substation,Florida Power & Light,26.9628151,-82.3361378,FL,electric
Harbor Substation,Florida Power & Light,26.9673188,-82.0740482,FL,electric
Myakka Substation,Florida Power & Light,26.9770861,-82.3090777,FL,electric
Woods Substation,Florida Power & Light,27.4283035,-82.5224848,FL,electric
Lake Butler Substation FPL,Florida Power & Light,30.0211909,-82.3439012,FL,electric
Cooper Substation,Florida Power & Light,26.9122285,-82.0384433,FL,electric
McCall Substtaion,Florida Power & Light,26.9282747,-82.2241346,FL,electric
Punta Gorda Substation,Florida Power & Light,26.9343779,-82.0469048,FL,electric
Trail Ridge Substation FPL,Florida Power & Light,29.9558913,-82.0457945,FL,electric
Hampton Substation FPL,Florida Power & Light,29.8796312,-82.134056,FL,electric
Starke Substation FPL,Florida Power & Light,29.9405349,-82.1030102,FL,electric
Archer Substation DUKE,Duke Energy,29.5579983,-82.5054057,FL,electric
Kelly Plant Substation North GRU,Gainesville Regional Utilities,29.6466643,-82.3211908,FL,electric
GE Alachua Substation CoA,Gainesville Regional Utilities  City of Alachua,29.7738109,-82.4553004,FL,electric
Fort Clarke Substation GRU,Gainesville Regional Utilities,29.6640991,-82.4729466,FL,electric
Idylwild Substation DUKE,Duke Energy,29.6043365,-82.3559915,FL,electric
Kanapaha Substation GRU,Gainesville Regional Utilities,29.5899284,-82.4368007,FL,electric
McMichen Substation GRU,Gainesville Regional Utilities,29.7018844,-82.3072741,FL,electric
Millhopper Substation GRU,Gainesville Regional Utilities,29.7043037,-82.3875935,FL,electric
Parker Substation GRU,Gainesville Regional Utilities,29.5653822,-82.4744371,FL,electric
Serenola Substation GRU,Gainesville Regional Utilities,29.6138899,-82.3823512,FL,electric
Springhill Substation,Gainesville Regional Utilities,29.6961266,-82.4645917,FL,electric
Sugarfoot Substation GRU,Gainesville Regional Utilities,29.6407965,-82.4016777,FL,electric
Queen Creek Solar Farm,juwi solar,33.2667415,-111.613266,AZ,electric
AEP Studebaker Substation,American Electric Power,41.6665354,-86.2525819,IN,electric
Newberry Substation,Duke Energy,29.6696406,-82.5942715,FL,electric
Newberry Cement Plant Substation,Duke Energy,29.6900965,-82.579677,FL,electric
Alachua Substation DUKE,Duke Energy,29.7776371,-82.4944656,FL,electric
Live Oak Substation,Florida Power & Light,30.2930277,-82.978403,FL,electric
John R. Kelly Generating Station,Gainesville Regional Utilities,29.6461854,-82.3210443,FL,electric
Drop 3 Power Plant,Yakama Power,46.4231195,-120.5600095,WA,electric
Drop 2 Power Plant,Yakama Power,46.4492043,-120.5342129,WA,electric
Bonny Brook Substation,Alabama Power,33.7786177,-85.7570556,AL,electric
North Saraland Substation,Alabama Power,30.8272554,-88.0815052,AL,electric
Clarinda Substation,MidAmerican Energy,40.7428938,-95.0030713,IA,electric
Spruce Substation,Florida Power & Light,29.1030983,-81.029179,FL,electric
Sanford Plant North Substation FPL,Florida Power & Light,28.8472494,-81.3255744,FL,electric
Laurel Substation FPL,Florida Power & Light,28.8074492,-81.2716363,FL,electric
Chuluota Substation FPL,Florida Power & Light,28.646424,-81.1168103,FL,electric
Edgewater Substation,Florida Power & Light,28.973283,-80.9050188,FL,electric
Smyrna Substation NSB,City of New Smyrna Beach,29.0187231,-80.998215,FL,electric
Lighthouse Substation,NASA,28.448427,-80.5945473,FL,electric
Orsino Substation,NASA,28.515498,-80.65293,FL,electric
Holland Park Substation,Florida Power & Light,28.0460786,-80.5486211,FL,electric
Indialantic Substation,Florida Power & Light,28.0962594,-80.5700537,FL,electric
Homestead Substation,Florida Power & Light,25.504722,-80.3884287,FL,electric
Latin Quarter Substation,Florida Power & Light,25.7678662,-80.2229627,FL,electric
DeLand Substation,Florida Power & Light,29.0169775,-81.2404834,FL,electric
Wheeler Substation,Florida Power & Light,26.7221572,-80.6662638,FL,electric
LaBelle Substation,Florida Power & Light,26.703767,-81.4377341,FL,electric
Norton Substation,Florida Power & Light,26.6515518,-80.0582897,FL,electric
South Bay Substation FPL,Florida Power & Light,26.6498759,-80.7131938,FL,electric
Cloverland Hydroelectric Plant,Cloverland Electric Co-op,46.49744,-84.3321796,MI,electric
Saint Marys Falls Power Plant,U.S. Army Corps of Engineers,46.5061815,-84.3492593,MI,electric
Okeechobee Substation,Florida Power & Light,27.2425507,-80.824774,FL,electric
Morris Substation,Glades Electric Co-Op,27.2365737,-81.070035,FL,electric
Vandolah Substation,Florida Power & Light,27.5234747,-81.9258253,FL,electric
Midulla Plant Substation,"Seminole Electric Cooperative, Inc",27.636901,-81.9621484,FL,electric
Wauchula Substation,Duke Energy,27.5684165,-81.8180067,FL,electric
Pahokee Substation,Florida Power & Light,26.8137721,-80.6524133,FL,electric
Brighton Substation,Florida Power & Light,27.2293556,-81.0929207,FL,electric
Jesse L Terry Substation,FPUC,30.6547516,-81.4592157,FL,electric
Combee Road Substation,City of Lakeland,28.0528538,-81.9082437,FL,electric
Saddle Creek Substation,City of Lakeland,28.0769446,-81.9092428,FL,electric
Medulla Substation,City of Lakeland,27.9774275,-81.9612791,FL,electric
Northwest Substation,City of Lakeland,28.0692276,-81.9732552,FL,electric
Barcola Substation DUKE,Duke Energy,27.823983,-81.8879613,FL,electric
Crews Lake Substation,City of Lakeland,27.897191,-81.9005174,FL,electric
Gibsonia Substation,City of Lakeland,28.1303557,-81.9865011,FL,electric
Galloway Substation,City of Lakeland,28.0946517,-82.0104698,FL,electric
Sutton Substation,City of Lakeland,28.0688723,-82.0161389,FL,electric
Orangedale Substation,City of Lakeland,28.1534464,-81.8847169,FL,electric
Polk City Substation,City of Lakeland,28.1785974,-81.8284187,FL,electric
Jan Phyl Substation,TECO,28.0205198,-81.7766494,FL,electric
Lake Gum Substation,TECO,28.11412,-81.7305731,FL,electric
Dairy Road Substation,TECO,28.0713244,-81.7768642,FL,electric
Lucerne Park Substation,TECO,28.0702704,-81.6863148,FL,electric
Cypress Gardens Substation,TECO,27.9938344,-81.6859363,FL,electric
Lake Winterset Substation,TECO,27.9670829,-81.6972611,FL,electric
Recker Switching Station,TECO,28.0526158,-81.8061364,FL,electric
Boulevard Substation,Georgia Power,32.0412308,-81.1444637,GA,electric
Wrightsboro Road Substation,Georgia Power,33.4776227,-82.1382744,GA,electric
Seat Pleasant Substation,PEPCO,38.8952169,-76.9097599,MD,electric
Central Avenue Substation,PEPCO,38.8878981,-76.8798999,MD,electric
Walker Mill Road Substation,PEPCO,38.8644945,-76.9112402,MD,electric
Kelly Butte Substation,Portland General Electric,45.5051798,-122.5639388,OR,electric
Krome Substation,Florida Power & Light,25.6828231,-80.4770182,FL,electric
Doctors Inlet Substation #16 CLAY,Clay Electric Cooperative,30.1038024,-81.8324683,FL,electric
Orange Park North Substation #14 CLAY,Clay Electric Cooperative,30.1827928,-81.7301685,FL,electric
Kingsley Lake Substation,Clay Electric Cooperative,29.9818896,-81.9646401,FL,electric
Dillaberry Substation CLAY,Clay Electric Cooperative,30.0652645,-81.8983685,FL,electric
Como Substation,Florida Power & Light,29.4922144,-81.5865603,FL,electric
Elkton Substation,Florida Power & Light,29.7838443,-81.4398705,FL,electric
Fruitland Substation,Clay Electric Cooperative,29.4316581,-81.6434923,FL,electric
Hammond Substation,Clay Electric Cooperative,29.3821024,-81.5150101,FL,electric
Hastings Substation,Florida Power & Light,29.7146497,-81.5136045,FL,electric
Salt Springs Substation #62,Clay Electric Cooperative,29.3699278,-81.7418251,FL,electric
Satsuma Substation CLAY,Clay Electric Cooperative,29.5472602,-81.6535825,FL,electric
Sanderson Substation #13 CLAY,Clay Electric Cooperative,30.2158533,-82.2337432,FL,electric
Wiremill Substation FPL,Florida Power & Light,30.2517193,-82.2596637,FL,electric
Astor Substation #52 CLAY,Clay Electric Cooperative,29.1725984,-81.5162069,FL,electric
Hawthorne Substation OCB CLAY,Clay Electric Cooperative,29.6081186,-82.0280206,FL,electric
Hawthorne Substation #35 CLAY,Clay Electric Cooperative,29.5729381,-82.0827978,FL,electric
Colburn Street Substation,Eversource,42.3315936,-71.1108888,MA,electric
Shaw Industries Substation,Georgia Power,33.4492403,-82.5426932,GA,electric
Hawkins Street Substation,Eversource,42.3619741,-71.060643,MA,electric
Swift's Beach Tap,Town of Braintree Light Department,42.2286971,-70.9626165,MA,electric
Potter/Watson Substation,Town of Braintree Light Department,42.2339674,-70.967651,MA,electric
East Weymouth Substation,National Grid,42.2201252,-70.9205072,MA,electric
Grove Street Substation,Town of Braintree Electric Light Department,42.187796,-70.9766853,MA,electric
South Randolph Substation,National Grid,42.1545102,-71.0425706,MA,electric
Polk Substation,Gibson Electric Membership Corporation,36.2885608,-89.1492545,TN,electric
Fatio Substation DUKE,Duke Energy,28.9772387,-81.3242191,FL,electric
Debary Plant Substation,Duke Energy,28.9049221,-81.3344367,FL,electric
Monastery Substation,Duke Energy,28.9443537,-81.2566357,FL,electric
DeBary Power Plant,Duke Energy,28.9042786,-81.3316654,FL,electric
DeLand Substation,Duke Energy,29.0327296,-81.3255942,FL,electric
West Deland Substation DUKE,Duke Energy,29.0148901,-81.3721762,FL,electric
Buffalo Power Substation,Buffalo Municipal Utilities,45.1806275,-93.868496,MN,electric
East Beverly Substation,National Grid,42.5642735,-70.8498191,MA,electric
Electric Avenue Substation,Eversource,42.3571762,-71.1549371,MA,electric
Litchfield Street Substation,National Grid,42.5084517,-71.7454588,MA,electric
Perry Street Substation,National Grid,42.63857,-71.3020281,MA,electric
Watertown Substation,Eversource,42.3651528,-71.179256,MA,electric
East Longmeadow Substation,National Grid,42.0626512,-72.506638,MA,electric
Norwell Substation,National Grid,42.1778281,-70.802267,MA,electric
Scituate Substation,National Grid,42.1979625,-70.7614306,MA,electric
Water Street Substation,National Grid,42.1015172,-70.8314177,MA,electric
East Dracut Substation,National Grid,42.6695014,-71.2525074,MA,electric
East Cambridge Substation,Eversource,42.362882,-71.0805262,MA,electric
Fort Gaines Substation,Georgia Power,31.6151006,-85.0473891,GA,electric
Altamont Substation,National Grid,42.7099148,-73.9957434,NY,electric
Ashfield Substation,Eversource,42.537633,-72.7911649,MA,electric
Plainfield Substation,Eversource,42.5221304,-72.9134618,MA,electric
Silver Lake Substation,Eversource,42.4530365,-73.2391994,MA,electric
St. Helens Substation,Portland General Electric,45.8476723,-122.8208798,OR,electric
Quaker Oats Substation,Florida Power & Light,28.2490522,-81.4946372,FL,electric
Colquitt Substation,Georgia Power,31.165777,-84.7308638,GA,electric
Lake Talquin Tap Substation,Duke Energy,30.3922681,-84.618168,FL,electric
Tarver Substation,Georgia Power,30.699596,-82.9185058,GA,electric
Fort Meade Substation DUKE,Duke Energy,27.7487361,-81.8185993,FL,electric
Homeland Substation,Duke Energy,27.8233166,-81.8210317,FL,electric
Homerville Substation,PWR,31.0429964,-82.7559207,GA,electric
Wrights Chapel Substation,Georgia Transmission Corporation,30.6660624,-83.0688269,GA,electric
Hines Plant Substation,Duke Energy,27.7909072,-81.8703201,FL,electric
East Lake Wales Substation,Duke Energy,27.925593,-81.5379287,FL,electric
Cypresswood Substation,Duke Energy,28.0122306,-81.6324814,FL,electric
Haines City Substation,Duke Energy,28.1062435,-81.6214562,FL,electric
French Landing Substation,DTE Energy,42.2146275,-83.4397857,MI,electric
Hyde Park Substation,Eversource,42.2735818,-71.1206003,MA,electric
Cleary-Flood Substation,Taunton Municipal Lighting Plant,41.8653162,-71.1055068,MA,electric
Fisher Road Substation,Eversource,41.5921851,-71.0316626,MA,electric
Goethals Substation,Consolidated Edison,40.6170961,-74.1963086,NY,electric
Academy Substation,Consolidated Edison,40.8600201,-73.9191424,NY,electric
Cherry Street Substation,Consolidated Edison,40.7113638,-73.9906927,NY,electric
Fox Hill Substation,Consolidated Edison,40.6102422,-74.0776939,NJ,electric
Fresh Kills Substation,Consolidated Edison,40.5892442,-74.1969022,NY,electric
Gowanus Substation,Consolidated Edison,40.6621638,-74.002531,NY,electric
Hudson Avenue Substation,Consolidated Edison,40.7039295,-73.9818308,NY,electric
Tremont Substation,Consolidated Edison,40.8425255,-73.8637723,NY,electric
Bruckner Substation,Consolidated Edison,40.7992124,-73.9111717,NY,electric
Cedar Street Substation,Consolidated Edison,40.9151027,-73.7803637,NY,electric
Corona Substation,Consolidated Edison,40.7403021,-73.8621314,NY,electric
Farragut Substation,Consolidated Edison,40.7042962,-73.9826749,NY,electric
Farragut Substation,Consolidated Edison,40.7042709,-73.9843074,NY,electric
Harrison Substation,Consolidated Edison,40.9821414,-73.7402213,NY,electric
Hell Gate Substation,Consolidated Edison,40.7991168,-73.9099521,NY,electric
Plymouth Substation,Consolidated Edison,40.7039872,-73.9834188,NY,electric
Newton Highlands Substation,Eversource,42.3171715,-71.2116985,MA,electric
Enterprise Park Substation,Anoka Municipal Utilities,45.2191921,-93.418945,MN,electric
Fred H. Smith Substation,Lee County Electric Cooperative,25.9266429,-81.7129345,FL,electric
Marco Substation,Lee County Electric Cooperative,25.9595967,-81.7235758,FL,electric
Naples Substation,Florida Power & Light,26.1525025,-81.7915529,FL,electric
Pine Ridge Substation,Florida Power & Light,26.2437971,-81.7870008,FL,electric
Solana Substation,Florida Power & Light,26.1980493,-81.7927303,FL,electric
Terry Substation,Florida Power & Light,26.3558184,-81.7558265,FL,electric
Lebanon Substation,Liberty Utilities,43.637777,-72.2666106,NH,electric
Five Corners Substation,National Grid,42.2496888,-72.535726,MA,electric
Podick Substation,Eversource,42.4244166,-72.5368808,MA,electric
Gordonville Substation,TECO,27.9432027,-81.8025988,FL,electric
Canfield Substation,Detroit Public Lighting Authority,42.3533727,-83.0605364,MI,electric
Sylvan Road Substation,Dyersburg Electric System,36.0607902,-89.3462368,TN,electric
Schiller Substation,Eversource,43.0973561,-70.7862212,ME,electric
Closter Substation,Rockland Electric Company,40.9814451,-73.9593303,NJ,electric
Cresskill Substation,Rockland Electric Company,40.9492677,-73.9624274,NJ,electric
New Hempstead Substation,Consolidated Edison,41.1512128,-74.0280858,NY,electric
Monsey Substation,Orange & Rockland,41.105827,-74.0706409,NY,electric
Hillburn Substation,Orange & Rockland,41.12695,-74.1649363,NY,electric
Crafts Substation,NYSEG,41.3979877,-73.7018185,NY,electric
Croton Falls Substation,NYSEG,41.354214,-73.6691701,NY,electric
Ossining Substation,Consolidated Edison,41.160092,-73.8677414,NY,electric
Byram Substation,Eversource,41.0144255,-73.6535483,CT,electric
Mianus Substation,Eversource,41.0429493,-73.5903043,CT,electric
North Greenwich Substation,Eversource,41.0931259,-73.6555268,CT,electric
Prospect Substation,Eversource,41.0209863,-73.6330172,CT,electric
Floral Park Substation,Consolidated Edison,40.7373379,-73.7069518,NY,electric
Flushing Substation,Consolidated Edison,40.7643175,-73.83613,NY,electric
Glen Oaks Substation,Consolidated Edison,40.743763,-73.7171467,NY,electric
Hillcrest Substation,Consolidated Edison,40.724261,-73.8044052,NY,electric
Howard Beach Substation,Consolidated Edison,40.6628611,-73.8400151,NY,electric
Meckesville Substation,PPL,41.0071706,-75.5471582,PA,electric
146th Avenue Substation,Consolidated Edison,40.6599276,-73.7546289,NY,electric
151st Avenue Substation,Consolidated Edison,40.6668602,-73.8550554,NY,electric
160th Avenue Substation,Consolidated Edison,40.6565902,-73.8475984,NY,electric
253rd Place Substation,Consolidated Edison,40.656705,-73.7352281,NY,electric
Alley Park Substation,Consolidated Edison,40.7437233,-73.7614847,NY,electric
Aqueduct Substation,Consolidated Edison,40.6702032,-73.8203533,NY,electric
Auburndale Substation,Consolidated Edison,40.7765289,-73.7993234,NY,electric
Beechhurst Substation,Consolidated Edison,40.7855126,-73.795327,NY,electric
Brinkerhoff Substation,Consolidated Edison,40.6946608,-73.7880071,NY,electric
Causeway Substation,Consolidated Edison,40.7788724,-73.8418393,NY,electric
Cedar Manor Substation,Consolidated Edison,40.6889644,-73.7851592,NY,electric
Centerville Substation,Consolidated Edison,40.6745952,-73.8364253,NY,electric
Chisholm Substation,Consolidated Edison,40.7842067,-73.8509097,NY,electric
Clearview Substation,Consolidated Edison,40.7770615,-73.7805881,NY,electric
Creedmoor Substation,Consolidated Edison,40.7340407,-73.7251935,NY,electric
Cunningham Substation,Consolidated Edison,40.7279568,-73.784047,NY,electric
Douglaston Substation,Consolidated Edison,40.7652421,-73.7422974,NY,electric
Montefiore Substation,Consolidated Edison,40.6838526,-73.7508366,NY,electric
North Hills Substation,Consolidated Edison,40.7486549,-73.7373849,NY,electric
Coldwater Substation,Arizona Public Service,33.4493995,-112.3627372,AZ,electric
Avenue N Substation,Consolidated Edison,40.6184981,-73.9303599,NY,electric
Cambria Substation,Consolidated Edison,40.6965338,-73.7467534,NY,electric
Clifton Substation,Consolidated Edison,40.6197037,-74.0714448,NJ,electric
East 179th Street Substation,Consolidated Edison,40.8496165,-73.8941509,NY,electric
East 83rd Street Substation,Consolidated Edison,40.628868,-73.9023815,NY,electric
Lefferts Substation,Consolidated Edison,40.676597,-73.8190957,NY,electric
Livonia Avenue Substation,Consolidated Edison,40.6657309,-73.8890983,NY,electric
Mill Avenue Substation,Consolidated Edison,40.6145372,-73.9133403,NY,electric
Oakland Substation,Consolidated Edison,40.7479008,-73.7620572,NY,electric
New Rochelle Substation,Amtrak,40.8420905,-73.8633188,NY,electric
Parkway Substation,Consolidated Edison,40.7403152,-73.7275566,NY,electric
Rockaway Substation,Consolidated Edison,40.6753284,-73.8054379,NY,electric
Rosedale Substation,Consolidated Edison,40.6679871,-73.7367947,NY,electric
Springfield Substation,Consolidated Edison,40.6790047,-73.7608776,NY,electric
Sutphin Substation,Consolidated Edison,40.6890231,-73.7954699,NY,electric
Union Substation,Consolidated Edison,40.7335059,-73.7584612,NY,electric
Whitestone Substation,Consolidated Edison,40.788757,-73.8120962,NY,electric
Woodhaven Substation,Consolidated Edison,40.6898262,-73.843957,NY,electric
Clove Lakes Substation,Consolidated Edison,40.6136999,-74.1175196,NJ,electric
Dongan Hills Substation,Consolidated Edison,40.5888358,-74.08525,NY,electric
Howland Hook Substation,Consolidated Edison,40.6412553,-74.1822074,NY,electric
Naughton Substation,Consolidated Edison,40.5848132,-74.0944903,NY,electric
Odin Substation,Consolidated Edison,40.5758302,-74.1205816,NY,electric
Port Richmond Substation,Consolidated Edison,40.638959,-74.1303888,NJ,electric
Seaside Substation,Consolidated Edison,40.5820186,-74.0824227,NY,electric
Silver Lake Substation,Consolidated Edison,40.6321263,-74.0864864,NJ,electric
Wadsworth Substation,Consolidated Edison,40.6055207,-74.0664953,NY,electric
Westerleigh Substation,Consolidated Edison,40.627945,-74.1312517,NJ,electric
Cape North Substation,Lee County Electric Cooperative,26.639138,-82.0230832,FL,electric
Corbett Substation,Lee County Electric Cooperative,26.6974133,-81.9243184,FL,electric
Fruitland Substation,Southern California Edison,33.9960016,-118.2266831,CA,electric
Cudahy Substation,Southern California Edison,33.9635631,-118.1942818,CA,electric
Lake Placid Substation,Duke Energy,27.2677799,-81.3471971,FL,electric
Arcadia Substation,Florida Power & Light,27.2190923,-81.8595076,FL,electric
Gallatin Substation,Southern California Edison,33.961513,-118.1114113,CA,electric
Santa Fe Springs Substation,Southern California Edison,33.9480245,-118.0586256,CA,electric
Friendly Hills Substation,Southern California Edison,33.9480041,-118.0066722,CA,electric
Stewart Substation,Southern California Edison,33.9400434,-118.1405352,CA,electric
Proctor & Gamble Substation,Georgia Power,33.390696,-82.0004786,GA,electric
